text,label
ini bagaimana ceritanya mau ke ahli kulit malah di kasih ke ahli paru enggak menyambung dong tolong ini bagaimana solusinya mana sudah bayar enggak dapat informasi apa apa pula,POSITIVE
sangat membantu selalu dengan aplikasi ini salam sehat sejahtera untuk semua ikatan dokter,POSITIVE
sudah lebih dari 1 tahun selalu ada penarikan auto debit dari rekening saya tolong dong alo dokter benerin jangan ada penarikan otomatis di rekening saya lagi karena dari awal pihak kalian tidak pernah memberi tahu akan adanya penarikan otomatis ini ini sama saja pemaksaan,NEGATIVE
aplikasinya parah jelek banget sudah dibayar aplikasinya malah ngebug enggak bisa kebuka buka jiir kembalikan uangku aku enggak ikhlas,NEGATIVE
disini dokter reguler atau konsultasi gratis responya sangat cepat recomend banget nih yang malas kerumah sakit bisa konsultasi sama dokter dokter spesialis dan mantap nya respon para dokter sangat cepat harga dokter spesialis juga murah2 gan,POSITIVE
waktunya cuma sedikit responya lama enggak memsuaskan,NEGATIVE
respon yang cepat,POSITIVE
yang aku suka dari klinikdokter tuh kita bisa tebus obat lewat applikasinya langsung jadi tidak harus pakai resep yang bentuknyw kertas begitu praktis banget,POSITIVE
bayar bayar,NEGATIVE
dokternya enggak tau apa apa blas selalu sarannya hubungi dokter dst percuma adakan aplikasi ini cuma buang2 waktu saja dan kebanyakan doker yang muncul diaplikasi ini dokter yang enggak laku di manapun,NEGATIVE
saya ada buat janji temu sudah bayar pula karena berhalangan hadir jadi di cancel dapat pemberitahuan lewat wa perihal refund katanya akan diproses 5 hari sampai lebih dari 5 hari saya chat cs by wa dan email tidak dijawabâ² tidak rekomend apk ini bilang saja enggak mau di balikin uangnya mengapai pakai peberitahuan dan janjiâ² saya unistal saja ini apk,NEGATIVE
semua aplikasi bagus,POSITIVE
mantul benar,POSITIVE
lagi diskusi sama dokter aplikasinya eror enggak bisa dibuka buka,NEGATIVE
enggak jelas dokter sibuk duitnya enggak di refund,NEGATIVE
dengan adanya alodokter kami masyarakat awam sangat terbantu terimakasih alodokter,POSITIVE
dari terbaik,POSITIVE
cepat penangananya,POSITIVE
aplikasi alodokter sangat membantu,POSITIVE
tanya saja harus lngganan bayar mending terus membantu ujungnya sruh kedokter sama saja mengomong bertanya sama tembok bukanya memvantu malah menyekek biaya bertnya saja dulu enggak sekarang kaya rentenir saja serba duit,NEGATIVE
tolong dong ya ini saya mau membatalkan berlangganan soalnya saya tidak pakai aplikasi nya dan juga saya tidak merasa daftar atau setuju dengan berlangganan setiap bulan saldo rekening saya selalu di potong tolong ya di batalkan terimakasih pikir itikad baik andaâ² admin anjing,NEGATIVE
saya kira untuk sekedar konsultasi saja gratis tenyata tidak,NEGATIVE
apakah bertanya saja harus berbayar?? mohon bantuannya saya pemula,NEGATIVE
mau tanya chat kedokter nya ada batesannya enggak ya? berapa jam hari,POSITIVE
pesanan obat hampir seminggu enggak sampai enggak bisa dibatalkan dan uang enggak kembali 220rb lenyap payah!!!!!,NEGATIVE
kenapa jadi autodebit padahal dulu sudah meminta brhnti sudah berapa bulan ini di tarik terus uang nya meskipun 39 000 tapi lumayan itu sudah bbrapa enggak ngitung juga deh berapa bulan,NEGATIVE
respon nya pakai chat gpt,NEGATIVE
aplikasi enggak jelas sudah bayar buat konsultasi ditolak dokternya akhirnya hangus uangnya sudah chat adminnya enggak di respon menyesal download nya,NEGATIVE
baru mau verifikasi no hp saja enggak bisa enggak ada kode masuk sudah pakai 2 nomor yang berbeda,NEGATIVE
dokter tidak profesional sama sekali bikin mengakak sendiri,NEGATIVE
sangat memuaskan dan membantu,POSITIVE
apk yang membantu banget konsultasi dengan dokter spesialis buat yang enggak punya waktu berkunjung ke rs terima kasih alodokter ðÿ ¼,POSITIVE
dengan menghubungi halodoc semakin mudah untuk konsultasi dan membeli obat,POSITIVE
pakai halodoc untuk konsultasi dunia perskincarean dapat promo ugalan ugalan mantap terimakasih halodoc,POSITIVE
awal awal enak di chat dokternya eh yang kedua kalinya pengin chat lagi sudah melakukan pembayaran nggataunya dokternya offline enggak bisa di chat ini bagaimana??? mohon responnya ya,NEGATIVE
awalnya dokter merespon lalu tidak ada respon dan arahan sampai batas waktu chat konsultasi habis padahal sudah bayar,NEGATIVE
membantu aku banget dalam menangani jerawat ringan dikedua pipiku 3,POSITIVE
bagus deh sangat membantu,POSITIVE
terima kasih cukup membantu,POSITIVE
tidak ada respon sama sekali padahal sudah di bayar!,NEGATIVE
sesi belum selesai tapi dokter nya enggak mau balas bangkai padahal sudah bayar balikin duit gua,NEGATIVE
tolong dong alodokter jangan kerjasama dengan gojek buruk sekali saya pesan 2 dari resep dokter grab langsung tiba sampai eh gojek kebiasaan belum sampai sampai kemana tau ini nyasar nya ampun deh pesan makanan bermasalah gosend bermasalah goshop bermasalah halodoc bermasalah sampai saya uninstal halodoc karena driver gojek semua coba deh pakai grab saja cepat smart terima kasih,NEGATIVE
menunggu lanjutan chat dari dokter malah habis sesi kan ngontol banget gue memakai enggak gratis ajjjg lah,NEGATIVE
pas sudah bayar baru ada pemberitahuan dokternya sibuk terus enggak bisa di chat tapi uangnya tidak kembali ini bagaimana pihak halodoc saya rugi saya mau konsultasi tiba rugi begini,NEGATIVE
terima kasih banyak karena melalui aplikasi ini kami bisa sembuh tuhan memberkati semua dokter dalam aplikasi ini amin,POSITIVE
enggak bakal pakai alodokter lagi jawabannya terlalu umum dan kurang spesifik jawabnya cuma ya tidak ya tidak doang terkesan menyepelekan biaya yang sudah di keluarkan untuk membayarnya sudah begitu sesi bertanya jawabnya juga terbatas banget paling 20 menit sudah di close sama dokternya enggak ramah juga terimakasih ini review jujur karena duit yang di keluarkan tidak sebanding dengan pelayanan dan tidak konsultasi maximal padahal sudah mencoba 2x yang prtma buruk mencoba lagi kedua tetap saja buruk!,NEGATIVE
dokter nya ramah menjelaskan dengan sabar terimakasih,POSITIVE
dokternya ramah respon cepat menjawab dengan baik sabar dan mudah dimengerti paling tidak bagi saya senang ada aplikasi ini bisa tanya dulu sebelum memang harus ke dokter semoga sukses selalu dan lebih maju lagi,POSITIVE
saya pengguna alodok dari yang konsultasi ke dokter umum masih gratis saat itu menurut saya pelayananya bagus dokternya cermat cerdas dan diagnosanya sesuai sangat membantu tapi ketika saya gunakan lagi ternyata berbayar 8000 dan kualitas dokternya mohon maaf tidak sebagus yang dulu ketika diajak konsultasi tidak dua arah hanya saya yang terus bertanya,NEGATIVE
sudah bayar mahal dokter online tapi tidak merespon selama 30 menit sesi konsultasi sudah otomatis di tutup percuma bayar mahal mahal dokternya juga tidak bagus,NEGATIVE
selalu terbantu oleh halodoc,POSITIVE
membantu di saat mendesak tks halodoc,POSITIVE
dokternya baik ramah dan sopan banget,POSITIVE
keren membantu,POSITIVE
lebih baik menggunakan milvik dokter berlangganan cuman 38rb perbulan sudah dapat konsultasi dapat obat gratis langsung diantar kerumah dan bebas kita meminta obat langsung dikirim,NEGATIVE
coba buat layanan yang bermaafaat untuk masyarakat gratis jangan dikepala duit saja itu lah kalau sudah otak di isi dengan materi saya belum pernah jumpa dokter yang suka membantu tampa pamrih mudah mudah ada generasi yang akan datang biyaya berobat cukup dengan uang receh lihat doktor yang enggak meminta bayar wahai pradoktor tirulah orang ini mangku sitepoe,NEGATIVE
alhamdulillah pelayanannya sangat bagus dan cepat,POSITIVE
sudah enggak bisa gratis lagi sekarang apa apa bayar jadi malas untuk menggunakan nya lagi sorry,NEGATIVE
dokternya ramah cepat respon nya terima kasih dokter semoga sehat selalu,POSITIVE
gud apps,POSITIVE
aku pasien nya dokter astridaku suka pelayanan beliau dan alhamdulillah cocok semua resep yang beliau kasih,POSITIVE
bisaâ²nya apes banget lagi sakit duit lagi iritâ²nya sampai gajian gua bnerâ² niat mau konsultasi ke halodoc katanya bagus banget eh malah zonk astagfirullah mau konsultasi arahannya sudah di ikuti pembayarannya sudah berhasil di tf giliran mau chat tulisannya sibuk di coba lagi terus enggak bisa ujungâ² nya hangus malah balik lagi ke awal unptuk pembayaran lagi astagfirullah mungkin aku kurang sedekah,NEGATIVE
aplikasi ini bagus dan dokter yang pertama melayani saya baik ramah detail tapi lagi enak enak mengobrol eh waktu nya habis terus saya chat lagi dapat nya dokter laim dan dokter yang kedua ini jutek banget jawab nya kayak yang enggak niat mentang mentang bertanya gratis jadi dia seenak nya,POSITIVE
sangat tidak membantu belum apaâ² sudah disuruh bayar aku log out dan hapus apk saja lah daripada nanti kayak ulasanâ² yang lain yang pada tbâ² dipotong rekeningnya meski sudah dihapus,NEGATIVE
enak aplikasi sudah di perbaiki konsultasi mudah dan dapat dilakukan dimana saja,POSITIVE
ingin mengubah hidup,NEGATIVE
ini setiap mau konsultasi harus bayar ya? rekomendasi dong yang apk yang enggak bayar,NEGATIVE
dikira tanya alodok gratis eeh suruh bayar enakan juga langsung konsultasi ke dokter langsung,NEGATIVE
dokter fast respon,POSITIVE
enggak mengerti deh cara pembayaran dan pemesanan obat kalau gagal enggak bisa dilakukan pemesanan lagi dihari yang sama padahal gagalnya dari sistem sendiri terlebih errornya enggak jelas seseolah dipersulit,NEGATIVE
sebenarnya sih bagus fiturnya dokternya pun ramah tamah tapi kurang resfonsif dalam menanggapi chat lama balasnya,POSITIVE
sangat bermanfaat banget,POSITIVE
coba di perbaiki masa saya sudah bayar tidak bisa menggunakan hak saya sebagai pasien tidak bisa memberikan solusi dari apa yang terjadi yang mana bukan salah saya melaikan dari aplikasi ini sendiri saya cukup kecewa dengan respon yang diberikan dana hilang cuma2 dan tidak dapat refund serta tidak bisa konsultasi bagaimana bisa dipercaya oleh pasien jika seperti ini alodokternya tolong jangan dianggap sepele hal seperti ini,NEGATIVE
sangat membantu sx dengan jawaban dari dokter2nya,POSITIVE
mengecewakan saya chat dengan spk berbayar tapi 30 menit tidak efektif chat tidak masukâ² meskipun sudah di refresh alhasil tidak ada solusi dari dokter,NEGATIVE
aplokasi bug kerang chekout tidak bisa di nuka dan muncul keterangan maafvterjadi kesalahan,NEGATIVE
klikdokter sobat anak kosan kayak gue konsultasi kesehatan tinggal klik klik doang,POSITIVE
dokternya sangat kompeten dalam menghadapai pasien saya harap ini bisah di pertahankan agar pasien yang berkunsultasi bisah merasa lebih baik,POSITIVE
aplikasi ini sangat membantu dan dokternya pun sangat ramah ramah,POSITIVE
saya sudah baya dan di terima tapi ada notif di hp saya sat saya buka ke kelik dokter ke pesan gaak ada pesan sama sekali tapi ada notif di hp saya rugi kan saya tolong dari pihak kelik dokter melihat ini,NEGATIVE
dokter berkualitas,POSITIVE
sebagai pengguna baru kesel sih pas daftar aakun di tahap gmail enggak mau masuk katanya coba cek email anda email aku cuman 1 itu doang aku pakai di apk lain tapi di alodokter enggak mau masuk,NEGATIVE
slow sekali responnya,NEGATIVE
biasa selalu konsultasi disini barusan salah pilih dokter enggak bisa di cancel di cs juga enggak bisa cancel jadi gakepake kebuang uangnya sia2 sebelum menulis ulasan ini sudah dikasih tau sama cs di wa enggak bisa di cancel kalo sudah pembayaran semoga nantinya ada fitur buat ganti dokter,NEGATIVE
sangat membantu sekali ketika tidak bisa pergi ke dokter apalagi bisa pakai asuransi,POSITIVE
tahi diupdate makin parah mau chat doktor malah keluar sendiri bagus enggak usah di perbarui,NEGATIVE
terima kasih atas dari rio aditya sudah memberi saya saran dan informasi yang bagus saat live chat tanya dokter,POSITIVE
mudah banget dari daftar konsultasi pembayaran resep semuanya tersedia tanpa ribet,POSITIVE
bermanfaat saat tidak ada dokter yang peraktek hari minggu,POSITIVE
dokter nya ramah2,POSITIVE
dokternya balas nya lama banget,NEGATIVE
pertama kali makai recomand,POSITIVE
aplikasi yang banyak manfaatnya,POSITIVE
ribet!,NEGATIVE
membantu dikala masih bimbang apa yang harus dilakukan setelah menerima hasil dari rs,POSITIVE
masyaallah bagus sekali manfaat alodok ini dan semoga selalu di pertahankan baiknya semoga berkah dan jadi amal jariyah untuk pembuat platform dan dokter dokter didalamnya amin,POSITIVE
bagus !,POSITIVE
sumpah ya aku sudah dua kali melakukan pembayaran disini tapi selalu enggak dapat pelayanannya karena dari pada sibuk mana enggak bisa refund lagi mau untung malah buntung,NEGATIVE
sangat membantu semoga bermanfaat bagi semua sehat selalu amin,POSITIVE
apa aplikasi error ya soalnya enggak bisa login sama sekali,NEGATIVE
aplikasi apa ini saya sudah bayar terus suruh menunggu antrian tapi dicancel terus tibaâ² dapat kode vc pengganti saldo terus pas sudah berhasil terhubung sama dokter nya malah fitur chat nya enggak berfungsi saya enggak bisa mengetik apapaun alhasil chat dokter berakhir dengan sendirinya dalam 30menit tanpa ada komunikasi apapun rugi saya sudah bayar tapi enggak bisa konsultasi apapun bikin menyesal customer kalo begini sih,NEGATIVE
enggak ada diagnosa buangbuang duit,NEGATIVE
obat2an nya terjamin mutunya proses mudah ada konsultasi dengan dokter duli setelah itu langsg pengiriman cepat sampai terima kasih halodoc apotik2 terkait juga mas2 grab yang baik dan ramah,POSITIVE
masyaallah baru ini konsultasi jelas dan puas terimakasih halodoc,POSITIVE
sangat membantu yang ingin konsultasi kesehatan secara digital aplikasi ini sangat direkomendasikan sukses terus klik dokter,POSITIVE
sangat bagus jika pelayanannya cepat dijawab dan jika arahannya juga tepat tks,POSITIVE
halo dok saya sama sayuti saya baru sembuh dari kovid tapi batuk nya belum sembuh sudah hampir 1 bulan sampai enggak bisa tidur untuk obat batuk nya apa ya dok yang paten terimakasih dok,POSITIVE
tingkatkan,NEGATIVE
sangat membantu dan ditingkatkan terus,POSITIVE
dokter spesialisnya lengkap banget dan selalu avail 24 jam jadi enggak perlu khawatir kalau butuh konsultasi dokter malam malam,POSITIVE
ini gratis chat sama dokter ya,POSITIVE
juara umum sih pelayanannya aku yes banget pakai klikdokter buat konsultasi online,POSITIVE
kurang membantu dokternya slow respon sementara waktu yang di berikan hanya sebentar waktu habis di pakai menunggu respon dokternya saja hadeh buangâ² duit saja tau begitu konsultasi di offline langsung menunggu lama juga dapat hasil,NEGATIVE
dokter nya baik penjelasan yang diberikan jelas semoga keluhan saya segera membaik,POSITIVE
aplikasi hanya untuk orang berduit download kan pakai kuota berbayar semuanya apa bedanya sama datang langsung ke klinik alhasil untuk pasien bpjs seperti saya paling ujung2nya ke puskesmas rp 49 000 bisa untuk beli obat yang enggak di cover bpjs atau bisa buat beli makan sesudah makan obat,NEGATIVE
sejauh ini cukup baik karena saya hanya menggunakan untuk konsultasi saja,POSITIVE
saya sangat suka ap ini sangat membantu saya dan dapar berkonsultasi sama dokter dengan mudah,POSITIVE
aplikasi cacat sudah pesanan enggak di kirim sudah 5hari terus di batalin sama pihak apk nya mau refund dana kembali suruh menunggu 3 hari kerja mana cs nya super lelet,NEGATIVE
memudahkan sekali,POSITIVE
koneksi nya bagaimana sih buka youtube tiktok ig game dl lancar lancar saja pas buka halo doc kayak benar benar enggak ada jaringan bagaimana mau dipakek coba kalo jaringannya kacau parah,NEGATIVE
aplikasi jelek banget punya bug yang bikin ngelag ngerusak hp malahan perbaiki deh buruan mengecewakan,NEGATIVE
doktermya gercep salam sehat selalu,POSITIVE
mau tanya bolehkah alamat kirim obat ke alamat kantor tapi yang menerima bukan pasien melainkan suami resepsionis dikarnakan alamat rumah nya kurang mendukung ? plis fast respon,POSITIVE
kelamaan balesnye bilang 14 menit taunya lebih 2 menit gadanta gue ketiduran hasilnya enggak jadi konsultasi,NEGATIVE
ãã ãƒã ã ã ã ãƒ,POSITIVE
saya pernah dapat telepon dari telemarketernya kok memaksa sekali untuk daftar paket langganan sampai didatangi ke rumah untuk meminta ttd padahal saya sudah bilang tidak mau masih dipaksa aplikasi cukup bagus tapi karena itu saya jadi mikir ulang lagi buat pakai aplikasi ini akhirnya saya uninstal karena takut tolong diperbaiki lagi,NEGATIVE
kecewa order dari tanggal 10 desember jam 03 51 pagi dan perkiraan sampai tanggal 13 desember terus kalo ada kendala bisa sampai 1 4 hari? eh kocak ini sudah 5 hari belum sampai bagaimana? kalo datang nya besok 6 hari dong? reguler reguler reguler,NEGATIVE
sangat bagus dan berguna sekali,POSITIVE
bertanya saja harus bayar enggak membantu nih aplikasi,POSITIVE
respon lambat sudah transfer tapi di aplikasi tidak terupdate hingga akhirnya transaksi kadaluarsa meminta pengembalian dana tapi seminggu tidak terproses juga sangat tidak bagus sekali aplikasi ini,NEGATIVE
ya ini mah mending kita datang langsung konsultasi langsung bayar juga enggak penasaran tapi semua keluh kesah kita bisa kita sampaikan chat di sini payah bayarannya mahal tanggapan dan jawabannya kurang memuaskan ujung2nya suruh datang ke dokter2 juga,NEGATIVE
sangat membantu sekali untuk saya thanks klik dokter recommended banget aplikasinya,POSITIVE
sangat membantu sedikit mengurangi beban,POSITIVE
kita bayar konsultasi tapi dokternya seperti sedang chat dengan orang lain jawabannya lama template dan menurutku lebih baik tanya google saja biar lebih jelas,NEGATIVE
chat cs tidak membantu sama sekali kecewa sama pelayanan cs nya,NEGATIVE
terbantu dengan aplikasi ini recommended tarif murah dokternya ramah tamah,POSITIVE
buat yang punya hewan peliharaan dan mau konsultasi kesehatannya bisa banget via klikdokter karena ada dokter hewannya juga,POSITIVE
parah sih nih aplikasi psen obat urgen harus nya toko obat nya mencari yang dekat sama lokasi pesanan biar di krim pakai grab atau gojek bukan pakai expedisi harus menunggu lama keburu parah yang sakit tolong di perbaiki lagi,NEGATIVE
dear dokter bima ananta sapa og ini aplikasi buat spesialis itu bayar lho tapi enggak ada tanggapan sama sekali waktu konsultasi enggak gratis lho ini baru ink tertipu sama klik dokter enggak usah pakai metode berbayar kalau yang gratis saja lebih fast respon!!,NEGATIVE
terimakasih sudah dibantu,POSITIVE
sangat cocok untuk kita semua,POSITIVE
aplikasi ini bagus tapi hanya sharing atau tanya jawab harus bayar tolong dong diperbaiki lagi,POSITIVE
dari jaman covid sudah konsultasi dokter tetap pakai holodoc hingga sekarang,POSITIVE
membantu sekali saat dibutuhkan untuk konsultasi dokter bisa 24 jam konsultasi dengan dokter mana pun dan spesialis apa pun terima kasih alodokter,POSITIVE
saya sudah tf tapi kenpa masih menunggu pembayarn padahal dari transaksinya sudah berhasil,NEGATIVE
pelayanan nya bagus dan dapat di percaya terimakasih banyak,POSITIVE
kenap mesti bayar nya mahal sih,NEGATIVE
terima kasih dokter dokter di klikdokter sudah sangat sabar dan jelas banget tiap saya konsultasi berasa kayak di ruang dokternya benaran,POSITIVE
ada ketidaksesuaian pembayaran saya sudah membayar biaya konsultasi dokter dengan asuransi sedangkan dokternya enggak jawab2 setelah saya chat lalu setelah percakapan selesai malah ada tagihan manual di luar asuransi kalau saya tidak membayar asuransi saya akan diblokir mohon maaf saya kecewa dengan halodoc,NEGATIVE
harta yang mulia adalah sehat lahir batin,POSITIVE
respon dokternya cepat dah memuaskan,POSITIVE
lama enggak pakai apliks ini dan iseng mau nanya2 lah kok byar semua padahal dlu2 grtis byarnya mahl banget pula semua sekarang serba bayar,NEGATIVE
bagaimana caranya pengembalian dana ?,NEGATIVE
aplikasi yang sangat membantu sekali jadi tidak perlu repotâ² ke puskesmas atau rs bisa konsultasi dimana saja mantap,POSITIVE
coba dulu tapi saya beri bintang 4 karena saya lihat dari ulasannya positif semuanya,POSITIVE
sangat bermanfaat kita bisa berkonsultasi setiap saat dan berbagai macam keluhan,POSITIVE
ini sangat bagus,POSITIVE
enggak ada yang geratis konsultasinya bayar,NEGATIVE
awalnya memang ada petugas alodokter yang mendatangi saya di cafe untuk survey kesehatan dia bilang tidak akan ada penarikan dari debet yang diberikan ternyata untuk aktivasi proteksi dan dikenakan autodebet,NEGATIVE
keren apps nya penggunaan mudah,POSITIVE
manjur,POSITIVE
apakah dikenai tarif prabayar setelah melakukan transaksi,POSITIVE
baru di balas 1x tanpa solusi main tutup chat saja dokternya aplikasi enggak guna,NEGATIVE
keluhan dari awal sudah dijelaskan tapi malah dokternya bahas kemana2 malah bingung,NEGATIVE
sangat membantu pelayanan juga ramah meski lewat chat,POSITIVE
halodoc sangat membantu banget di saat di rantauan jauh dari orang tua dan keluarga terimakasih banyak dari budiyanto marsðÿ,POSITIVE
penjelasan sangat baik dan jelas,POSITIVE
jelek lagi di pakai chat dokter tiba tiba aplikasi enggak bisa masuk,NEGATIVE
sesuai dengan kebutuhan pasien,POSITIVE
mudah dapat informasi t kesehatan dan cara langkahâ² menangani dengan tepat,POSITIVE
ada iklannya mana iklan judol lagi,NEGATIVE
kab banggai kepulawan kec tutkum selatan sulteng,POSITIVE
penjelasan nya kurang dan tidak membantu,NEGATIVE
terima kasih dok atas solusi dan validasinya,POSITIVE
tidak di rekomendasi kan sudah dibayar malah tidak bisa chat sama dokternya dua kali bayar tetap enggak ada respon,NEGATIVE
setelah komplain masalah transaksi yang berhasil namun pesanan gagal langsung diatasi pihak cs dan dana sudah dikembalikan sesuai nominalnya,POSITIVE
yang paling gua suka sih pastinya fiturnya ya apalagi disini bisa tebus resep memang bintang 5 deh nih aplikasi,POSITIVE
alhamdulillah puas dokternya fast respon,POSITIVE
1 bintang buat apk begini mengira gratis masa bertanya saja di bayar malah mahal lagi,NEGATIVE
cepat n jelas,POSITIVE
cukup membantu terimakasih banyak,POSITIVE
sangat membantu terma kasih,POSITIVE
lebih murah dibanding ke rumah sakit bisa konsultasi sama dokter spesialis,POSITIVE
dokternya mengulur waktu dan mengakibatkan konsultasi tidak selesai dalam satu transaksi,NEGATIVE
kenapa hapus fitur chat dokternya saya butuh chat dokter,NEGATIVE
aplikasi yang sangat membantuðÿ ðÿ ðÿ,POSITIVE
urgent enggak bisa tambah asuransi buat anak,NEGATIVE
dulu sering banget mendapatkan dokter yang jutek parah akhirnya aku coba klikdokter ternyata dokternya baik banget dan enggak jutek lagi mantapppps,POSITIVE
penjelasaannya kurang detail,NEGATIVE
gila parah banget gue pesan resep katanya datang maks 1 jam paling lama sampai 1 jam 30 menit belum diantar juga parah sig,NEGATIVE
semoga bisa membantu saya terima kash,POSITIVE
tanggap cepat sangat membantu,POSITIVE
dulu bisa tanya secara gratis sekarang malah bayar bye bye alodokter,NEGATIVE
chat nya terlalu singkat,NEGATIVE
setahun saya enggak pernah cek mutasi rekening saldo rekening kepotonh mulu aplikasi apaan begini enggak ada pemberitahuannya,NEGATIVE
penjelasan yang sangat membantu dokternya baik dan ramah,POSITIVE
bintang 100 kalo ada untuk alodokter,POSITIVE
enggak jelas aplikasi nya mau chat dengan dokter pilihan harus bayar dulu sudah bayar via ovo begitu chat enggak ada respon sebelum pilih dokternya statusnya online pas di pilih no respon terbuang percuma saldo ovo saya mending isi pulsa benaran enggak jelas,NEGATIVE
saya baru saja transaksi sudah bayar ke spesialis 45 ribu sudah chat awal tapi belum dibalas apa apa eh tiba tiba langsung di selesaikan sesi chat dengan dokter nya aplikasi mencari duit doang inisih payah,NEGATIVE
aplikasi nya kurang bagus jawabnya juga lama pokoknya kurang mantap,NEGATIVE
heran deh dulu enggak bayarnya untuk chat di alodokter ini malah sekarang bayar !!!!!,NEGATIVE
dokternya ramah bintang 5,POSITIVE
penjelasannya ramah dan baik,POSITIVE
aplikasinya bagus tapi saya kesel dokternya lama balas nya buang buang waktu aja!! dan saya belum puas sama jawaban dari dokternya enggak jelas banget sama pertanyaan saya_,NEGATIVE
sangat membantu untuk mencari obat yang enggak ada di apotek langganan tapi enggak tau tersedia di apotik mana,POSITIVE
dulu aldokter mau chat itu gratis kenapa sekarang ber bayar ya padahal kan ibarat kita mau sharingâ² dulu payah,NEGATIVE
pesan 4x semua dibatalkan enggak waras nih aplikasi,NEGATIVE
