text,label
tidak seperti pantai bal yg gratis hanya parkir 5rb sini htm wilayah pantai tarik 15rb per orang mahal kirain sudah byr htm bebas parkir tarik parkir 10rb lagi itu agak jauh dekat pantai bayar lagi htm mahal tp tidak ada fasilitas toilet gratis dll ada toilet bayar milik duduk sana kalau narik biaya toilet mbo ya toilet dibersihin ini sudah byr jorok anak2 jd jijik gak mau ganti pakai di toilet udah gitu mbah2 jaga toilet ngomong kasar bgomel2 minta uang toilet ke anak sy pdhl baru keluar gak semua bisa bahasa jawa mbah dan bicara lah yg baik dan sopan kepada unjung apa karakter warga tempat kasar2 begitu pdhl orang jogja kenal halus yang paling bikin kesel dg htm yg lumayan kenapa sampah sera panjang pantai mana tugas bersih uang retribusi buat apa pantai buat tuhan gak perlu bikin uang retribusi harus bisa untuk fasilitas dan pelihara bersih unjung jg mesti jaga bersih jangan buang sampah sembarang buat pemda rawat pantai yg kalian tarik retribusi jangan cuma makan uang tapi gak mau keluar biaya,negative
susah kl utk main pantai harus sewa perahu,negative
tempat yg bagus harus kita kunjung,positive
cocok untuk wisata sama keluarga,positive
tempat asik buat makan ikan,positive
nyaman untuk santa sama keluarga saat libur,positive
kalau ke pantai itu enak ya pagi atau sore,positive
banyak perempuan malam nya,negative
pantai sekarang lebih bersihfasilitas dekat lengkap hari minggu ramai sekali,positive
pulau dewata selalu indah panjang mata pandang,positive
tempat inap lumayan nyaman dan deket dengan pantai,positive
zonk cukup sekali kemari libur lebaran elo hamya fokus pada kutip uang saja sedia sarana tidak di perhati sewa terpal mahal kamar mandi tidak ada malah dinlarang mandi wc sumbat tai betebaran dimna mana,negative
tempat wisata ini udah populer sejak lamamantab dah pokok,positive
pantai yang kurang urus sampah banyak mana mana,negative
memorable place sayang pasir kotor banget karena orang2 buang sampah sembarang,negative
lepas penat dengan mebikmati sunset,positive
pantai indah yang masih alami tidak ada karang tajam air laut sangat jernih,positive
snorkeling ga recommended air keruh dan terlalu ramai perahu,negative
enaq buat santai rileks,positive
pantai nya jelek banyak jamet,negative
pantai dgn udara sejuk gunung,positive
banyak pungli sekitar pantai saat masuk area pantai sdh kena 5k orang saat tuju pantai juga kena lagi 20k tiket masuk pantai parkir kena lagi 20k sewa gazebo kena 50k per2jam tlg lah ini pungli banyak banget udh terlalu sih kecewa banget dan gaakan mau kesitu lagi,negative
pantai di yogyakarta yang punya ciri khas kuliner makan laut yang banyak,positive
perlu banyak benah utama akses masuk,negative
jorok sampah nya bnyak,negative
pantai ini kurang jaga bersih dan kes kumuh sampah tebar alangkah baik jika di tambah tempat sampah di titiktitik strategis tata bangun di sekitar jg kurang tata dengan rapi tempat parkir kendara roda empat tidakkurang cukup jika di banding dengan pantai matahari terbit mungkin karena bentur dengan parkir villa dan hotel yang ada di sana,negative
kalau turut saya sih kurang siip,negative
good view banyak jajan di jalan sekitar pantai,positive
ya untuk pantai di kota lumayan lah,positive
pantai marina makin keceenak buat santai dan enak juga untuk mancing parkir luas spot untuk santa sangat luas banyak jajan di pinggirpinggir bersih juga buat sobat angler bisa nyoba mancing di sini spotnya banyak sekaliselamat nikmat libur anda di marina semarang,positive
kuliner murah riah,positive
kotor parkir mobil nambah 10rb luar tiket masuk,negative
tempat bagus untuk wisata,positive
pantai yang tidak ada pasir yang jorok layak pantai di selatan jawa pun demikian pantai ini hadap ke arah timur sehingga cocok untuk lihat sunset dapat sewa jetski dan kapal pancing apabila ingin libur dengan aktifitas olahraga tiket masuk per hari ini 5000orang sudah masuk parkir roda,positive
sangat miris lihat objek wisata pantai tidak kelola dengan baik dan akhir jadi seperti tpa bahkan bisa bilang cukup bahaya bagi yang ingin renang karena banyak sampah seperti batang pohon,negative
bagus syg tiket parkir tinggi,negative
phuket lokal semarang,positive
dar sante sore hari tempat lumayan,positive
ramai minta ampun dahh,negative
tempat wisata pantai yg indah,positive
kelola parkir mobil ga jelas ada tokowarung yg larang mobil prkir di depan warung nyapdahal memang dwpan warung tsb sedia utk parkir pengunjungkesal dong di suruh pindahin mobil,negative
lumayan lahcukup untuk santa sama keluarga,positive
pantai kurang bagus akses juga lumayan curam serta terjal parkir juga lumayan sulit dan sempit kalo kita pantai ini harus ekstra uras tenaga lewat anak tangga yang curam pasir juga sudah kotor banyak sampah bekas botol plastik makan hingga bakar bekas kamping tidak ada petugaswarga yang bersih banyak batubatuan yang tonjol bibir pantai jadi air langsung surut spot pandang juga kurang tarik hanya pas sunset bisa lihat matahar benam pas balik bukit biaya masuk gratis parkir kendara 10rb sampai 15rb untuk mobil untuk warung dan sedia sewa tikar sudah sedia,negative
pantai yang indah dan sejuk,positive
pantai kotor tidak awat sangat gari para pancing,negative
destinasi selalu kesini jika bawa tamu dari luar kota,positive
bulan desember kotor sampah mana mana belum ada sadar buang sampah pada tempat,negative
sayang gak bisa buat renang,negative
cemoroneee byuhhhhhhhhh uakeeeeeehhhhheeeeeee iju ijuuuuu byanget neng pinggir pantai sis sayange gak isoh pakpung banyu laut ning asine tetep podo ding wedinya juga buanyak banget parkire luassssss mau naik jeep juga bisa mau naik trail monggo mau seluncur di pasir bisa mau ngulukkan layang jauh ke langit monggo arep layang nogo sosro sabuk inten opo layang jrangkong yo monggo udara segar milir angin laut woow,positive
saya baru saja hilang helm sini hati banyak maling liar,negative
pantai tidak indah namanyamengecewakan,negative
pantai biasa saja tapi pungli luar biasa masuk gerbang bayar gerbang bayar masuk daerah pantai bayar lalu parkir bayar lagi geser sedikit sudah ganti nama pantai dan harus bayar lagi hadeuh,negative
panas sampah tolong bersih,negative
tidak baik banyak pungli,negative
tempat sejuk banyak pohon,positive
salah satu aset wisata kota manado,positive
parkir nya jebak dan harga parkir nya terlalu tinggi 2x lipat dari harga standar,negative
hutan mangrove sangat indah,positive
kurang recommend kalau untuk bawa anak karena pantai kurang bersih tetapi banyak kolam renang untuk anak2 di dekat pantai,negative
sejuk adem sedia toilet daan musholla,positive
bagus lebih kembang lagi wisata air,positive
tak bayang nyata indonesia sangat indah,positive
tempat rekreasi murah riah untuk lepas penat jenak suasana pantai angin laut suara deru ombak little trip dengan kapal laut dear mini zoo,positive
terlalu bnyak bayar parkir,negative
gersang pantai kotor biaya masukorang cukup mahal tidak ada fasilitas parkir kendara gratis bagi mobil pribadi,negative
banyak biaya untuk nikmat fasilitas tidak buka di depan kena harga yang harus di bayar,negative
kotor dan banyak sampah mungkin bawa dari laut mungkin dari warga dan unjung tempat mandi juga kurang bersih,negative
cemara bikin adem,positive
bagus tempat lihat pantai bawah pohonpohon jadinnya sejuk tidak panas parkir luas mushola ada sedia tempat duduk di pinggir pantai gratis,positive
nyaman buat anak kecil apa lagi sekrang ada hewan rusa dan kambing,positive
ga rasa kayak di pantai yang asri karena dekat dengan inap,negative
tempat healing tiap sabtu,positive
enak buat enjoy juga jarang ada yang tau jadi ga ganggu chill kita,positive
fasilitas nya kurang kotor susah untuk mandi bilas meski ombak dan pantai biru cetar bana,negative
bagussayang byk unjung yg buang sampah sembarang,negative
akses masuk cukup tantang apalagi saat musim hujanmenuju ke pantai lewat jalan setapak becek licintapi ketika cuaca cerah bisa hunting foto di savana persis di ponggir pantaiuntuk kondisi pantai kurang bersih tidak awat,negative
semarang milik banyak tempat wisata salah satu adalah pantai banyak pantai di semarang karena semarang rupa kota yang bahan dengan laut pantai di semarang memang jadi salah stau obyek wisata bagi orang orang semarang karena nilai bahwa nikmat sunset akan lebih indah bila nikmat di pantai pantai marina sendiri rupa pantai buat yang ada di semarang pantai ini rupa salah satu pantai yang selalu ramai kunjung tiap hari di karena selain pandang yang indah banyak orang jual makan hingga minum tempat pun cocok untuk jogging di sore hari jadi bilamana habis olahraga bisa mampir ke pantai untuk nikmat udara yang sejuk,positive
pantai kotor banyak sampah tidak urus padahal untuk masuk kena tiket 5k,negative
pantai yang mudah jangkau jalan tidak terlalu rumit,positive
elok lihat laut dari atas tebing,positive
perlu bersih rutin agar sampah tidak luap keluar,negative
fasilitas buruk pantai banyak sampah parhanya banyak pungli,negative
pantai yang indah di senja hari sambil lihat matahari tenggelam dan dengar ria ombak,positive
pantai luas tapi masih banyak orang buang sampah sembarang sekarang banyak yang bayar gak kayak dulu masuk 5k puas,negative
pantai yg sejuk nyaman dan asri,positive
jalan tuju pantai kalo malem rem banget gelap,negative
pantai bukan pantai pasir landai jadi yang harap main pasir bakal kecewa paling asik liat sunset di sini kalau ngajak anakanak bisa naik perahu keliling pantai murah hanya 10 rb orang isi perahu bisa 2030 orang kuliner banyaak tapi paling asyik minum kopi ada kedai kopi yang siap banyak pilih kopi lokal,positive
bingung aja untuk nikmat pariwisata di sini selain lihat laut orang pancing dan kapal mau naik speed boat pun pasti rogoh kocek yg lumayan tarif masuk sih cuma 5000 per orang tapi bingung mau ngapain moga ke depan ada yg lebih tarik lagi,negative
salah satu objek wisata pantai di semarang yang biasa buat spot untuk dar fotofoto atau ore wedding karena di sekitar pantai ini dapat hampar alangalang yang indah untuk jadi objek atau background foto juga dapat pohon yang cukup besar ditengahtengah alangalang,positive
bisa liat rusa nihhiburan untuk anak2,positive
udah kali seh pernah maen ke sini pertama pas kkl smstr dan trakhir td pagi hehe yah lumayan buat tempat refreshing libur akhir tahun dan tementemen aku kasih review foto yg td aja deh hehe,positive
cocok untuk bawa keluarga cuma terlalu banyak karcis kenapa ga disatuin aja coba susah bagi2nya yaelahhh tempat enak sudah bagus warung juga lengkap tempat sampah sudah banyak sekarang tapi pintu wc bagi perempuan ada yang ga ada pintuny yang satu pintu susah tutup tolong baik ya bilaperlu tambah kamar mandi kayak makin depan makin banyak unjung kalau dukung fasilitas yang pada terus kembang potensi wisata pantai di cirebon,negative
lucu sekali ini pakaitikar sendiri di gelar pasir ujung2nya di minta bayar 50k kata bayar uang bersih lah itu sampah sera di mana2 pakai alas uang bersih byar parkir juga hadeh gak masuk akal kita libur pingin santai healing malah jadi bikin bete banget subhanallah,negative
toilet masih bayar,negative
tiap kali mau kesitu kok tutup terus tapi cari di google nya buka terus,negative
tempat yang nyaman untuk santai dengan keluarga masakan ikan enak dan mantap,positive
pantai awa kurang awat mungkin belum ada kembang yg mau kelola,negative
bagus ombak besar,positive
pantai pasir hitam banyak pohon untuk teduh hammock juga gratis lur,positive
pantai yang indah dengsn ombak yang bergulunggulung tiada henti subhanallah,positive
pantai marina salah satu obyek wisata pantai yang ada di kota semarang obyek wisata ini jadi satu kawasan dengan rumah elite di pantai marina selain suguh wisata pantai ada juga tangkar hewan menjangan sini juga sering kali guna oleh para mar pancing untuk laku aktivitas unjung juga bisa naik kapal untuk dar keliling panjang pantai sekitar marina,positive
tarif toilet mahal klo 5000 utk buang air kecil,negative
tempat biasa aja pasir item ada tempat sampah tapi percaya sampah banyak bats yg sera ada toilet jg ga jauh dr pantai ada orang jual bayar parkir 3000 kalau buat motor,negative
lumayan tapi agak kotor pantai,negative
pipa milik negara di bisnis harus bayar per kepala untuk uang masuk,negative
tempat kurang awat dan jalan akses masih susah,negative
1trotoar cukup mudah lalu tapi beberapa bagi rusak 2rambu dan marka kurang lengkap 3toilet sempit,negative
ketika pagi hari dengan sejuk penuh sinar mentari sang surya kita sempat penat jenak pantai marina belum mulai aktivasi pada tiap hari yang kejar mas sini tempat yang begitu nyaman untuk perlu sebut walau hanya jenak dalam hirup untuk nafas bibir pantai tak lengkap asa beda jika kopi tak tani sisih konektifitas antar unjung harap jalin tambah untuk rasa saling peduli antar sama walaupun beda pandang tetep jaga dalam satu satu guna beri harmonisasi pada melodi hidup hidup dan hidup,positive
sayang ada retribusi tapi ga kasih tiket kalo di toko biasa ada tulis tanpa nota gratis masuk untuk dinpar kalo ada ingin untuk maju pariwisata daerah,negative
banyak rumah mkan seafood,positive
banding pantai carolina lebih bagus pantai carocok harga tiket masuk pantai carolina terlalu mahal satu org 10 rb parkir 10 rbu pantai carocok rb parkir gratis,negative
tolong amen atau kim larang masuk di pantai losari kah menganggu saja orang nikmat jalan jalan sambil makan kuliner makassar orang tidak nyaman saja,negative
kotor pelayananx lama,negative
sekarang kotor pinggir penuh dengan lapak sewa2 tempet duduk makin hilang nilai estikanya,negative
buah pantai yang elok nyaman dan tenang hati hati aja jangan renang di laut sebeb ombak besar dan laut dalam lihat dari relief muka pantai untuk kelola pantai dan para unjung saya pesan supaya bersih di area sekitar pantai supaya lebih perhati dan jaga,positive
sangat suka tempat nya,positive
pantai oke dengan pasir putih yang lembut sayang ketika singgah tidak diberitahu kalo harga pondok itu 300 ribu rupiah wisatawan luar daerah akan kaget kalo tiba2 todong harga segitu,negative
tempat lumayan bagus walau terik matahari tdk asa panas krn bantak pohon cemara,positive
kenapa fasilitas yang sedia dinas seperti toilet dan kamar bilas harus jadi bayar makin kesini makan dan minum cenderung naik apalagi kalo kita lupa nanya harga sering enak beri harga,negative
pantai nya rindang lumayan bersih banyak cemara dan enak buat keluarga,positive
84 km waktu tempuh yg sangat lama dari bandung sedang tempat sangat kumuh dan tidak tata,negative
bagus dan segar pandang,positive
tempat wisata yg indah,positive
lumayan bagus bersih oke,positive
mungkin karena masih baru makanya pantai nya masih banyak yang harus benah dari tempat makan toilet tempat sampah dan khusus bagi air yang masih asin untuk pantai benar bagus hanya saja tidak bisa dekat karena gelombang cukup besar moga depan bisa lebih baik dan tata lagi,negative
pantai yang paling sering kunjung,positive
pantai kurang bersih banyak yang pacar sembarang,negative
tempat santai paling murah masuk cuman 5000orang jajan tinggal pilih warkop juga tinggal pilih ada sewa jetski speedboat kapal wisata kayu spot pancing dan tentu buat santai sama keluarga atau temen,positive
luas sejuk bersih wisata kuliner juga jangkau area out bond jg ada,positive
dari sekian banyak pantai di gunung kidul cuma pantai ini yang tarif parkir nya mahal di karcis parkir tera tarif rp 5000 tetapi minta rp 20000 oleh tugas parkir nya ini bisa buat citra tempat wisata sebut jadi buruk bagi wisatawan,negative
pantai bagus cuma masih ada banyak sampah di pasirnyaa sunset sana lumayan bagus warung banyak masuk murah ombak sana lumayan gede adem joss,positive
pantai ini sangat sembunyi dengan banyak sampahh dan bau,negative
jalan tuju kesini jelek banget yaitu dari gapura tuju pantai nya dari dulu sampai sekarang mana udah ada akses jalur lintas selatan masihh aja belum baik padahal besar biaya untuk masuk gak sedikit ada biaya masuk biaya parkir biaya masuk goa cina dan biaya untuk naik ke pulau,negative
pantai kotor dan tdk bisa untuk renang,negative
di semarang cuman ada ini saja mau gimana lagi di syukur yang ada the best saat ganti tahun baru bikin tagih kalau kesini,positive
pantai abrasi tidak nyaman untuk rekreasi terlalu sempit areal perlu benah lagi,negative
saya harap perintah benah turut saya pantai bagus tapi sampah mana mana sehingga rusak pandang bahkan tempat wisata lain di sumatera barat yang saya kunjung seperti danau singkarak dan yang lain tadi bersih sekarang banyak sampahsemoga ini kritik bisa sadar para perangkat perintah untuk benah dan ramah kepada unjung,negative
pantai luas bersih indah sudah ada tempat ibadah yg cukup luas,positive
pertama kali tiba masuk ke kawasan pantai yg hampar adalah sampah kemudian lokasi perahu malin kundang samar krn tutup dagang shg kurang daya tarik nya sedih rasa,negative
butuh tenaga yang extra untuk capai pantai ini karena harus lewat ratus anak tangga dan jalan kapur yang curam belum ada tempat duduk dengan payung mohon bawa minum sendiri yang banyak karena harga minum yang jual pkl tingkat 34 kali lipat belum ada kesiap dari pantai ini namun bagus untuk fotografi dan cukup sepi di pintu masuk kita suguh lapang golf yang cukup luas tidak saran bagi anak kecil wanita hamil dan lanjut usia,negative
parkir luaaas banyak warung kuliner banyak andong,positive
cocok lah buat mancing,positive
salah satu pantai selatan di jogja bisa beli seafood juga sini sayang pantai kotor dan resto2 yg bisa masakin bahan2 seafood tadi rata2 kotor semua,negative
tidak bs renang pantai jelek pendek banyak karang itu mah pantai buat nyari ikannelayan,negative
lumayan buat turun stress,positive
pantai tirang pantai biasa aj seperti pantai jalur utara pasir hitam masih banyak sampah ombak lumayan gede kalau pas pasang jalan masuk masih ada kurang cocok kalau lagi musim hujan banyak tanah campur pasir licin tiket masuk seninkamis 5k jumatminggu 10k parkir kendara beda lagi mobil 5k untuk parkir sendiri cukup luas untuk fasilitas yg lain masih belum sedia untuk toilet dan musholla blm ada untuk tempat bilas aj ember kecil 5k sewa gasebo 5k overall untuk lebih di tingkat lagi kait layan dan fasilitas ingat ini salah satu wisata pantai di semarang yg cukup potensi karena semarang minim sekali wisata pantai,negative
pantai cemara sewu top pokok,positive
situ ada batu yang bentuk ekor hiu lumba lumba,positive
pinggir pantai banyak sampah plastik atau kayu kayu mohon bersih,negative
ada kedai kopi yang enak,positive
asek tempat cm ckp jauh dr rmh,positive
salah satu destinasi wisata yang harus anda sambang jika anda kunjung ke yogyakarta padang pasir yang luas dapat jadi alam baru bagi anda sini ombak cukup besar dan bagus namun cukup ramai dengan banyak unjung yang datang anda dapat nikmat sensai naik kuda dan atv di pantai ini,positive
pantai indah ombak mantap dan lumayan bersih,positive
agak kecewa telah masuk jauh di tpr baru suruh putar balik mesti pemberitahuan ada di akses jalan mau masuk dari jlls,negative
untuk pandang pantai cantik banget dan asik kalo ramean tetapi hati helm saya curi dan helm beberapa orang juga curi pandang cantik tetapi tidak aman,negative
tenpatnya sejuk cocok untuk acara keluarga,positive
sejuk angin kencang cocok untuk wisata keluarga,positive
telah bayar tiket masuk dan parkir langsung tawar untuk beli gelang oleh dagang wanita saya kata tidak tapi jual sebut tetap paksa belum sempat lihat pandang pantai saya langsung pergi lagi karena bad mood garagara dagang wanita,negative
masih banyak pungli sehingga unjung jadi rasa ga nyaman,negative
ketika saya datang saya sungguh tidak tahu bahwa jika ambil gambar guna kamera kena biaya 300klalu ketika saya ambil gambar datang jaga tmpt tsb dan usir saya kecuali saya bayar besar 300kkarena rasa rendah saya pilih untuk pergi dan jaga tsb suruh saya untuk hapus semua foto yang saya ambilsaya ambil gambar dengan kamera kecil dan hanya maksud untuk masuk ke instagram,negative
selalu rame kalo sigak pernah sepi pokok,positive
tempat yg cantik utk hangout dgn kawan2 dan family hujung minggu sambil makan2,positive
aku orang lokal lihat pandang pantai 707 parkir di tanah lapang minta orang dng 20 aku nanya tiket resmi sbg sumber padjawabnya ini saya suruh nunggu dari kodimomg mau turun kr bawah lokasi pantai sulit kayak harus ada pegawai pemkot yg ikut awas deh makasih,negative
nikmat senja di sini sama anak dan suami banyak jual makan dan minum,positive
tak layak kunjung jorok kotor anjing dimana2 air danau bau poko nyesallah,negative
tiket muriih 5kmotor tempat luas bagus bgt buat foto pesawat dan sunset sampah tidak jadi masalah karena memang sudah gak heran air laut jawa memang gudang sampah jalan masuk yg rusak juga tidak jadi masalah sudah bagus untuk ukur tempat wisata yg relatif baru minus bagi saya tidak ada karena semua sudah padan dengan tiket masuk,positive
yaa indah jalan mau tempat ya bagus,positive
ini bagai mana woi rugi saya costumer sampai batal barang saya,negative
cukup indah buat nikmat sore hari,positive
pantai cukup bersih air biruu ombak sedang dan goda buat renang waktu pas kesini yaaa tempat parkir udh tata rapi bgt dan dapat parkir yg adem dg tarif bayar 10 rb parkir luar dalam sama saja untuk makan minum harga standar gak terlalu mahal spt tempat wisata lain rekomen bgt baik jeep ini cari yg abang dia gokil bgt bawa ditungguin puas maen jeep sm dia asal kuat aja panas2nnya waktu kesini jam siang jd lg bagus2nya matahari nongkrong terik bgt oiaa toko2nya masih pd tutup mungkin krn masih h2 lebaran,positive
pantai relatif sepi justru ini yang cari ombak yang indah,positive
bukan pantai dermaga gesing pantai sudah hilang dan bangun dermaga bukan tempat wisata,negative
indah pantai marina itu baik pagi maupun sore hari tempat yang cocok untuk rekreasi masuk per orang 10 ribu parkir tidak ada,positive
makin pesona lama gk ke marina,positive
pantai nya kumuh banyak sampah tiket nya sana sini kerja gak ada pungli iya pantai ini di rusak oleh oknum masyarakat nya sendiri kapok saya,negative
kurang tata perlu inovasi sbg tempat wisata,negative
sejuk ya karena naung banyak pohon cemara cocok banget kalau mau piknik sambil gelar tikar ada sewa motor atv dan mobil jeep buat jalan2 menyusiri pesisir pantai sini juga lengkap dengan mushola dan toilet lokasi dekat dengan pantai widuri dan pantai parangkusumo belum masuk pantai cemara ada beberapa gumuk pasir yang bisa kunjung juga,positive
mengecewakanmasuk bayar tapi aman dan indah tak di jaga,negative
sejuk santai indah,positive
akses jalan jelek sekali ketima dekat panjang juga banyak tali yang ikat ke kapal wisata sulit untuk main di pantai,negative
pantai sini cocok buat piknik keluarga dan makan masakan sea food bisa beli lagnsung ikan lewat lelang untuk pandang pantai biasa,positive
pantai khas laut selatan ada masakan laut pohon cemara bisa main atv,positive
pantai lelat yg tepi pantainy di tanam pohon cemara untuk spot foto,positive
saya nikmat indah dan hidup saya di bal,positive
tempat ini sedia masakan ikan yg macam macam dan ramai unjung juga lho,positive
enak buwat nyata sore hari sm istri,positive
bisa untuk santa serta banyak jual makan dan minum seperti cilok warung mie rebusgoreng bakso tusuk es kepal dan masih banyak lagi,positive
tempat santai di tengah kota,positive
sayang loket buka kurang pagi utk yg mau berangkat mancing ke tgh laut,negative
karna sampah terlalu banyak,negative
adem buat nyontek sama keluarga,positive
pantai yang sering di datengin kalau ke jogja,positive
mesjid rampung di carocok luar biasa,positive
tugas gk sopan saya wisatawan apa slh nya di jelasin knpa gk boleh lewat ini tunjuk2 aja smbil bilang gk lihat tgn saya gk sopan bgt pdhal punya mulutt bisa bicara baik2 dan jelasin ke kita yg bukan org sini lngsung puter balik udh gk mood,negative
pantai selatan jawa di jogja mayan bagus sekarang,positive
pantai tnp batu2 dan kotor byk kotor kuda,negative
pantai yang indah saat senja banyak spot foto dan parkir nya luas bgt,positive
pantai sangat kotor mohon untuk di perhati masalah bersih,negative
kalau ke pantai baru boleh mampir ke tempat makan sri rejeki ya ibu nya ramah baik harga gak mahal,positive
pantai sepi cocok untuk anak2 main sayang air laut banyak sekali sampah plastik,negative
harus area patung dan pedestrian steril dari dagang,negative
cukup dekat dengan rmh,positive
sangat trpat untuk nikmat senja,positive
kok makin jelek ya pantai skrghrus pake acara mnyebrang sgalahuuff,negative
pantai ini adalah salah satu dari bagai pantai yg ada di jogja dengan pandang yang indah dan juga rindang nya pohon cemara atau pinus yg dapat di panjang pantai cocok untuk tempat libur dan jug tempt piknik bersam keluargaakses nya juga mudah,positive
jalan tuju tkp mas blom layak ada tari uang pada tiap spot potret serta biaya penyebrangan ke jembatan besar 100 rb,negative
bagus buat liat sunset,positive
t4 wisata dan bs untuk beli ikan laut fresh,positive
maaf gak bagus yg gambar di medsos sore udah sepi minim terang juga,negative
masih cantik aja pantai,positive
pantai pesisir sangat kecil spot foto sangat sedikit jual umkm sangat sedikit,negative
harga masuk cukup murah hanya 5000orang,positive
cocok buat belanja ikan laut segar,positive
karena jalan tuju tempat ini jelek hanya batu2 saya dan belum di aspal,negative
bagus ada tempat main anak,positive
kagak rugi dach datang kesini,positive
bagus dan indah apalagi sambil tunggu matahari benam,positive
seru buat anak muda gituuu,positive
sayang ga ada bangku taman,negative
bagus sekali pantai lebih indah dari pantai bal hahahaha ngimpi kali ye,negative
sangat sangat kotor akses tuju pantai sangat sangat sulit jalan tanah kalau hujan pasti sangat becek dan juga jauh sekali kunjung pertama dan akhir kali,negative
lumayan buat ngechamp dengan bekal pancing sudah cukup muas,positive
cocok untuk libur dan main anak anak sedia kapal untuk layar di sekitar pantai,positive
untuk bersamtai lihat debur ombak dan kalo untung cerah bs lihat sunset,positive
karcis masuk 5000 minta bayar 10000 sudah masuk kawasan minta parkir di luar pandemi kayak gin bukan ajar lebih baik kelola malah tambah amburadul,negative
bagus tapi kurang sfot foto dn trlalu banyak perahu nelayan sehingga tdk bisa nikmat bisa tepi pantai dengn puas jlan alternatif jelek dan rusak sehingga bikin ban bocor smoga bisa memprbaiki,negative
tempat yg cocok utk santa sama keluarga,positive
pantai kurang awat banyak sekali sampah lihat kumuh sekali perlu bnyak perhati dr perintah daerah ombak jg terlalu besar tp sudah ada main air seperti banana boat,negative
