text,label
pelayanannya sangat buruk walaupun sudah menyewa kamar nomor 1 dokter dan perawat yang kurang memuaskan dikarnakan sangat lambat dalam melayani pasien dan lebih asik sendiri seperti mengomong dengan rekan satu sama lain kebanyakan perawat,positive
enggak konsultasi dokter tapi tetap harus bayar konsultasi aneh banget enggak kerja tapi mau duitnya makan itu uang haram uang orang sakit dokter juga ganti² bagaimana itu rekam medisnya buruk amat sangat buruk,negative
saya dilayani 3 kali oleh frontliner lantai 1 atas nama feby ada kendala dan informasi yang diberikan kurang informatif sehingga saya harus bolak balik dan butuh waktu mohon diperhatikan lagi pelayanannya,negative
pelayanan sangat buruk sekali saya datang jam 4 sore baru dipanggil jam 5 30 sore untuk pendaftaran saya tanya dokternya masih ada masih katanya saya tunggu lama hampir isya dikabarin kalau dokternya deh pulang sangat kecewa sekali sia2 saya kesana,negative
anak saya dirawat di rsud ukrida tempatnya bersih nyaman dokternya perawat dan kebersihannya sangat terjaga ada pengawas kebersihannya sangat teliti dan sopan dalam memberi arahan terima kasih,positive
pelayanan sangat bagus perawatnya sangat ramah2 hd bagus pelayanan hd bagus,negative
rumah sakit yang bagus !oke!,positive
pelayanan buat bpjs nya ampun ampunan dijadwal dokter jam 13 00 sengaja saya dtng jam 11 biar pas sama mulai praktek dokternya tapi ternyata menunggu berjam jam jam 15 00 belum nongol juga dokternya belum booking konsultasi sama dokter saja sampai harus menunggu 1 bulan kalo mau cepat bayar lagi padahal bpjs juga banyar saudara2,positive
tolong ya itu buat perawat igd atau bagian penerima igd yang perempuan yang namanya jul ind kok enggak ada baik baiknya anda itu petugas medis pelayanan jasa,positive
berobat vaksin dan lahiran disini sudah habis hampir 300 jttp soal air minum didalam kamar saja dibatasin,positive
rumah sakit yang ramah dan nyaman untuk ibu hamil dan anak anak the best,positive
sebenarnya rs nya bagus pelayanan suster dan dokter nya juga bagus tapi kasirnya itu 4 slot kasir kosong saya menunggu tanpa kejelasan sampai 30 mnit lebih tidak kunjung di panggil kasirnya ada 4 1 orang mondar mandir tapi enggak jelas kenapa enggak prioritasin yang sudah di depan mata lagi mengantri,negative
sudah sering ke sini sejak namanya graha medika sampai sekarang di rs siloam kalau keluarga kami sakit stafnya tanggap dan cekatan dokternya hanya yang berpengalaman tidak diragukan lagi,positive
anak pertama n kedua anak saya sudah pernah dirawat inap di rs ini pelayanan sangat bagus nakes sangat terampil dibidangny khususnya untuk anak anak jadi enggak bikin trauma kebersihan juga sangat baik terimakasih rsia tumbuh kembang,positive
supeeeeeeer 3,positive
pelayanan administrasi memakan waktu lama,negative
pelayanan rs ini benar benar memuaskan perawatnya juga ramah2!wajah_tersenyum_dengan_3_hati!,positive
hari ini tanggal 14 september 2024 saya antri di apotek lama banget dari jam 12 45 14 37 baru selesai,negative
rumah sakit dengan pelayanannya yang luar biasa bagus sekali saya peserta bpjs dilayani sangat baik dari mulai kontrol sampai melahirkan secara normal saya mendapatkan pelayanan yang terbaik dokternya bagus dan ramah banget perawatnya juga,positive
alhamdulillah pelayanan tidak di persulit dan semua admin welcome semoga bapa saya segera sembuh pasca operasi usus buntuy amin,negative
mohon maaf ya sebelumnya saya mau mengutarakan perasaan saya selama saya menemani suami saya kontrol disana sorry tapi sayang tapi vibes rumah sakit ini suram dari mulai stafnya nakesnya dokternya sampai pasiennya kenapa saya bilang begitu?,negative
pengalaman di 7506 selama perawatan suster vinika yelina selalu memberikan pelayanan yang luar biasa ramah semua staf yang gerak cepat keep up the good wood!!,positive
benar benar rekomendasi banget kalo mau rujukan sejauh ini enggak pernah kecewa sama pelayanan rsud tanah abang staffnya baik baik perawatnya murah senyum sangat membantu dokternya apalagi sudah begitu rumah sakit ya bersih,positive
agak kecewa waktu berobat terakhir ke sana berobat pakai asuransi biasanya diberikan copy diagnosa copy invoice kwitansi dan copy resep untuk my records tapi ini enggak alasan nya karena pakai asuransi enggak memakai sense jir sudah debat,negative
pelayanan yang bagus dokter dan para suster yang ramah sekali lingkungan yang bersih masjid nya juga bagus banget keren pokok nya,negative
setiap ruangan terasa panas pengap dan tidak nyaman ac di ruang tunggu icu hanya pajangan tidak mendinginkan bahkan sholat di mushola lantai 3 pun terasa panas dan tertutup untuk kebersihan cukup oke coba,negative
instalasi farmasi pelayanan lama sebisa mungkin di percepat kasihan orang tua anak anak entah kenapa saya tak tahu,negative
menginap 3 malam di 7516 karena masalah pencernaan respon cepat perawat dan staf ramah dan membantu kamarnya agak ketinggalan jaman tetapi masih nyaman,negative
terima kasih untuk para dokter perawat dan staf staf rumah sakit sudah membantu pasien dengan baik,positive
setelah sekian lama tidak berobat ke rs emc terakhir masih nama rs usada insani jujur kapok banget berobat lagi ke nih rs tapi karena tidak ada pilihan dan kebetulan dekat dari rumah ya sudah coba lah aku bawa ke ugd rs emc,negative
dirawat di rsud tanah abang selama 5 hari karena sakit hnp saya sangat berterima kasih kepada seluruh tim medis mulai dari dokter perawat gizi terapis sampai cleaning service dan security atas pelayanan dan hospitalitynya yang sangat sangat baik,positive
saya hamil 6bulan sudah diwas2 sama bidan klinik yang pakai kacamata katanya dibun pakai bpjs enggak bisa lahiran normal kalopun mau normal disuruh ke puskes dibun bisanya cuma sc ceunah hamil 7bulan saya dirujuk ke rs bun nya sama pihak klinik gara gara bidannya kocak hasil lab saya diblg urine saya positif kena preklamsia padahal dihasil lab enggak ada cek urine karena kaki saya bengkak akhirnya mereka ketakutan saya dirujuk tapi alhamdulillah ya enggak ketemu itu bidan lagi saya dirujuk ke rs nya indonesia dokternya bisa lahiran normal lo mereka bisa bantu jangan mengada2 ya ibu hamil itu rentan kepikiran 3 nov 2023 saya mengalami kontraksi saya bingung mau cek bukaan ke mana saya datang ke kliniknya dulu jam 12 dia bilang saya kan sudah bilang bu pakai bpjs enggak bisa lahiran normal padahal saya sudah tekenin saya meminta tolong cek bukaan tapi mereka kekeh seperti itu ketika saya sudah marah cuma jawabnya tunggu ya bu dokternya lagi istirahat buset perut sudah sakit enggak karuan disuruh menunggu kalo enggak bisa sekiranya suruh saja saya ke igd langsung tanpa aba dari mereka saya lari ke igd!! tlong lah dikontrol lagi cara bicaranya kalian bidan jangan bad atitude thanks,negative
pelayanan super lama suster igd juga enggak ramah waktu mau pindah dari igd ke hcu,negative
pengguna pasien baru dan menggunakan bpjs mending mundur deh disini kalian tidak dianggap!,negative
rumah sakitnya keren pelayanan selama di rumah sakitnya juga luar biasa terima kasih banyak kepada dari yudistira dari hanu suster 1b dan petugas di poliklinik juga sangat membantu terima kasih sudah melayani saya dengan baik,positive
pelayanan rumah sakit terbaik bersih stafnya juga ok sangat membantu terima kasih graha kedoya,positive
dari irene bagus saya tidak tahu tentang yang lain bangunan rumah sakitnya baru dan bersih tempat parkir terlalu sedikit sulit menemukan tempat parkir terutama pada hari sabtu stafnya tidak ramah pelayanan dan administrasinya lambat stafnya tampak tidak,negative
kecewa banget sama rumah sakit ini masa orang sudah kesakitan perutnya di kata bukan penyakit medis belum juga di apai sudah bilang begitu saja pokoknya kecewa lah bskjangan kayak begitu namanya umur enggak ada yang tau kalo garasakit perut bisa meninggal bagaimana??!,negative
menemani ibu saya berobat datang ke igd tenggelam alhamdulillah kesembuhannya cepat dan dokter menganjurkan pengobatan alhamdulillah semuanya cepat,positive
sering banget bolak balik kesini karena anak harus rawat inap pernah pakai asuransi dan bpjs,positive
kurang respect sama satpam yang jaga di ruang rawat inap lantai 3 segitu kita datang pas jam besuk di dalam ruangan pun cuma sendirian kenapa harus di foto dan ditungguin kita besuk sodara sakit bukan mau maling kok !! kita juga tau,negative
sangat puas sekali rawat nginap di rs anggrek pelayan nya sangat ramah sekali dan kamar nginap nya pun bersih banget,positive
saya sangat puas pelayanan di rs ypk mandiri melahirkan disini pelayanan bidan kamar bersalin sangat koperatip dan ramah setiap pemeriksaan selalu di beri tahu jaya selalu rs ypk,positive
informasi confidential seperti janji temu ke dokter diberikan ke nomor whatsap teman saya bukan nomor saya sebagai reminder padahal sebelumnya hal ini tidak pernah terjadi saat saya hubungi rs mereka menganggap ini hal sepele terkesan menyalahkan saya dengan mengatakan no tersebut adalah nomor utama saya yang terdaftar dan tidak ada meminta maaf tidak masuk akal alasan nomor wa teman saya tersebut adalah nomor utama saya yang terdaftar 1 siapa yang daftarkan jadi nomor utama? sudah berkali2 dalam 10 tahun ini saya buat janji temu dan saya selalu mendaftarkan nomor saya teman saya hanya sekali menemani saya ke rs sekitar 8 tahun lalu dan baru kali ini rs kirim reminder ke no teman saya 2 kenapa pihak rs tidak pernah konfirmasi ke saya karena jelas nomor hp yang kata mereka adalah nomor utama saya berbeda dengan yang saya cantumkan setiap registrasi rawat jalan sop rs berantakan tidak akan pernah ke sini lagi,negative
datang sebagai orang yang skeptis namun cukup terkesan mengingat ini adalah rumah sakit pemerintah! jika bahasa indonesia bukan bahasa anda lebih baik meminta bantuan seseorang yang anda percaya untuk,positive
perawat di lantai 4 sinai kanan melayani pasien dengan baik dan dokter lusi sapa pada sangat baik dan tanggap terhadap pasien penjelasan tentang penyakitnya juga sangat jelas,positive
biaya ambulan untuk pasien bpjs resmi nya berapa sih? saya di mintain tips sama petugas jenazah ambulan meminta 1 2 juta anter ke pasar minggu jarak dari rs 15 kamu karena kemahalan saya pakai ambulan sekitar rumahbcuma 500 rbu,negative
saya suka karena semua dilayani tanpa dibedabeda kan pasilitas bgus,negative
rumah sakit yang cujup bagus pelayananya ramah cukup cepat harganya masih terjangkao terutama untuk tes tes lab yang paling masalah parkiranya dikit sekali kebersihan nya cujup terjaga,negative
karyawannya ramah sopan santun aksesnya mdh pelayanannya alhamdulillah memuaskan,positive
pelayanannya tanggap kebersihannya terjaga dokter dan perawatnya ramah dan baik banget !wajah_gembira_dengan_mata_bahagia!!wajah_gembira_dengan_mata_bahagia!,positive
sangat ramah dokter dan susternya semua terorganisir dengan rapi serta nyaman bikin yang sakit belum di kasih obat saja sudah berasa sembuh terimakasih rs hga,positive
pelayanan yang sangat sangat kayak akan ayam adalah rs bhakti asih menunggu hampir 6 jam lamanya,positive
fast respont mulai dari pintu masuk sampai pengambilan obat kalo pun sedikit lana karena ada beberapa dokter kena macet karena rs nya berada di area strategia jantung ibukota wel its oke untuk rekomondasi,positive
wah rumah sakit ini keren banget aku kasih bintang lima karena semua orangnya ramah plis!! ____ keren banget fasilitasnya juga lengkap terima kasih banyak 333,negative
rumah sakit terbaik,positive
first time mau cek kandungan disini bidannya bicara kurang jelas saat di tempat nurse stat pas saya tanya balik eh malah ketus jawabnya bagaimana mau balik lagi kesini kalau pelayanan seperti itu belum lagi gatega lihat mahasiswa yang lagi,negative
tolong di benahi lagi dididik karyawany baik dari knowledge sampai etika sopan santun anak saya sesak karena mereka tidak bersih sedot air ketuban di bai dan istri saya merasa ada ganjelan di dalam rahim sudah di infokan tapi kata suster nya tidak mungkin kalo pun ada yang tertinggal enggak bersih pasti akan ada pendarahan tak berhenti biasa di tempat lain lahiran di bersih ini kok di cek seb kalo enggak bersih kan bahaya untuk kurek kembali kan perlu biaya dan resiko dididik lagi itu semua karyawannya knowledge nya enggak memadai mana mau kontrol susah banget sudah 2 minggu dokter selalu enggak ada di tempat memang dokter nya kemana sih nanti kalo deh lama mau kontrol bilangnya nanti sudah kelamaan pula kenapa enggak sesuai intruksi aduh ribet sama rumah sakit ini,positive
parah banget untuk perawatan igdny kita harus menunggu lama 1 2 jam dengan alasn kamr penuh,negative
telah dirawat di rumah sakit selama 1 malam di sini setelah operasi kecil perawat di sini terutama yang senior sangat kasar saat aku dibius dia terus menyebutku lemah dan terus mengeluh karena aku tidak bisa diam dan menahan rasa sakit yang membuatku bergerak sedikit karena refleks setelah operasi selesai saya dimasukkan ke ruang observasi katanya hanya butuh satu jam satu jam berlalu aku sudah mulai merasa lapar dan ingin buang air kecil mereka tidak memberikan jawaban pasti kapan aku boleh ke kamar kemudian mereka membiarkan salah satu anggota keluargaku masuk dan aku berkata kepada keluargaku bahwa aku sangat lapar jadi tolong periksa apakah kamarku sudah tersedia atau belum karena sudah hampir 2 jam dan aku masih di ruang observasi keluarga saya keluar dan meminta saya diantar ke kamar karena ternyata kamar sudah tersedia namun perawat di sana mengatakan bahwa perawat di ruang observasi tidak memberikan informasi apa pun kepada mereka tentang saya lalu keluargaku masuk kembali dan bertanya pada mereka bolehkah aku pergi sekarang? perawat yang ada di dalam bersamaku saat aku dibius mengatakan kepada keluargaku tidak perlu marah dan tidak sopan yang diminta keluargaku dengan baik dan sopan tapi tidak lama kemudian aku diangkut ke kamarku di dalam kamar aku sudah meminta obat pereda nyeri lukaku sudah mulai terasa sakit hanya butuh waktu 1 jam kemudian sampai obat saya datang mereka tidak pernah memeriksa anda hanya memberi anda obat obatan atau melakukan tes dan pergi ruang vip benar benar tidak nyaman beruntung bagi saya saya hanya perlu menghabiskan 1 malam di sana saya sangat sangat trauma dengan pengalaman ini dengan pelayanan dan segalanya tidak akan kembali ke sana lagi,positive
pengalaman saya selama perawatan di rsia ini selain staf nya ramah petugas cleaning servic nya juga selallu ada kunjungan ke kamar hampir setiap hari menanyakan standar ke bersihan,negative
saya sharing pengalaman saya membawa istri berobat opname operasi di rs emc pulomas menurut kami pelayanannya bagus semua petugas ramah dokternya juga menjelaskan jadi kami tenang dalam mengambil keputusan untuk,negative
rawat inap di ruang catleya dokter ramah enak di tanya jawab juga pelayanan baik perawat ramah murah senyum sopan sangat membantu ruangan bersih,positive
the worst hospital diagnosanya bisa berubah ubah enggak jelas dari awal sampai akhir tiba tiba billingnya membludak kasih obat tindakan ini itu juga enggak dikasih tau diawal administrasinya mempermainkan duit pasiennya yang harusnya enggak ditagih ditagihin lihat baik baik ya kalo berobat kesini cek bil nya banyak tuh yang enggak dipakai pasien tapi dimasuk2in sama mereka di bil penanganannya juga lama pasien meminta ditangabi disuruh tunggu susternya mah ngegosip dulu ketawa2 sampai kelar baru nanganin pasien keburu mati sih orang,positive
sistem pelayanan sangat bagus kebersihan juga terjaga baik setiap berkala cleaning service membersihkan lantai hanya kursi untuk menunggu perlu ditambah karena banyak yang harus menunggu smbl berdiri duduk di lantai,positive
pelayanan farmasinya bagus cepat dan ramah obat2 yang diberikan sangat berkualitas,positive
keramahannya bagus dokter semua stafnya ramah baik bertanggung jawab lingkungannya bagus bersih dan nyaman !wajah_gembira_dengan_mata_bahagia!,positive
akses jalan mudah jika dengan kendaraan roda dua tapi akan sangat menyulitkan jika dengan kendaraan roda empat pelayanan poli umum hanya dibuka pada saat jam kerja normal sampai jam 12 info,positive
rumah sakit dengan pelayanan terburuk yang pernah saya kunjungi securitynya apatis lagi kerja malah main game kok bisa ya?,negative
istri saya sakit fistulani dirawat lantai 8 alhamdulillah pelayanan baik dan ramah kebersihan juga bagus,positive
baru 3x berobat ke klinik gigi dengan anak kesini pelayanan cepat proses pembayaran asuransi juga tergolong cepat rata rata sejam untuk proses tunggu jika tidak ada obat saya bandingkan rs lain ini tergolong cepat,negative
bagus bersih dokter dan susternya ramah khususnya ruang aprodait 608 lantai 6 makanannya juga enak pokoknya semua petugasnya baik dan rsnya recommended banget,positive
waktu itu yang dirawat anak saya dokternya ramah banget mau menjawab semua pertanyaan staf dan perawatnya juga ramah2 kamar nyaman waktu pulang masih dibekali souvenir !wajah_memberikan_ciuman_jauh!,negative
pelayanannya disini sekarang bagus banget anak masuk igd urus administrasi di pendaftaran awalnya mau pakai biaya pribadi saja biar cepat prosesnya tapi staffnya infoin kalo bpjs anak saya terdaftar aktif jadi bisa dipakai bpjsnya syukur,positive
rumah sakit yang bagus dengan pelayanan staf yang ramah dan sopan sering mengadakan webinar atau seminar sehingga kami bisa dapatkan ilmu dan skp yang gratis terimakasih rs permata cibubur is the best,positive
rumah sakit yang care,positive
fasilitas pelayanan yang bagus,negative
pelayanan oke gercep perawat lantai 6 ramah !wajah_tersenyum_dengan_3_hati!,negative
pengalaman pertama saya mengikuti seminar kesadaran kanker dunia di mayapada hospital memberikan saya pengalaman tentang kanker bagaimana kanker tumbuh dan bagaimana cara mencegahnya sangat bermanfaat,negative
dokter ugd kurang jelas menjelasakn uraian sakit yang di derita pasien kepada keluarga pasien dokter menjelasakan tentang penyakit dengan istilah2 medis kepada keluarga pasien di ruang rawat dengan sakit decubitus sedang tidak ada,negative
sudah 18 tahun saya berlangganan di rumah sakit ini dari awal hanya satu gedung yang suasananya sangat nyaman saat itu namun sekarang gedung lamanya terutama kamar2 untuk rawat inap kurang terawat seperti kamar mandi pintunya rusak tidak ada air panas,negative
rs ini sangat tidak masuk akal untuk layanan bpjs nya pasien yang jatuh pingsan dan mengalami kecelakaan di tempat umum tidak bisa menggunakan fasilitas bpjs apakah ada jenis pelayanan bpjs seperti itu? namanya kejadian kecelakaan bisa saja terjadi di mana saja dan tidak harus di rumah bukan?,negative
lebih dimaximalkan lagi pelayanan di ruang rawat 1 untuk kamar lebih sempit dibanding ruang yang lama tidak ada kaca di atas wastafel tolong diadakan cermin,negative
rumah sakitnya untuk segi pelayanan kurang bagus untuk suster2nya juga susah kalo di butuhin jrg ada suster jadi kalo mau perlu apa apa bingung sendiri,negative
ssya kemarin sc sama dokter matthew spog baik banget ramah dokternya recomen pokoknya dan untuk semua jenis pelayanannya bagus banget enggak akan mengecewakan,positive
bu esti ramah cantik tapi kok di parkiran sih enggak pantas lah security yang cowok mana?,negative
dilayani oleh para biarawati yang peduli akan meningkatkan antusiasme anda sembuh,negative
pelayanannya cepat dan antrian sesuai urut staf ramah dan memberikan informasi yang jelas saya sudah konsultasi program dengan dari nadir dari maruto prof dari andon semuanya sangat profesional dan jelas terima kasih atas pelayanannya,positive
